Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Phenophase_ID,Phenophase_Description,First_Yes_Sample_Size,Mean_First_Yes_Year,Mean_First_Yes_DOY,Mean_First_Yes_Julian_Date,SE_First_Yes_In_Days,Mean_NumDays_Since_Prior_No,SE_NumDays_Since_Prior_No,Last_Yes_Sample_Size,Mean_Last_Yes_Year,Mean_Last_Yes_DOY,Mean_Last_Yes_Julian_Date,SE_Last_Yes_in_Days,Mean_NumDays_Until_Next_No,SE_NumDays_Until_Next_No
1385,38.845295,-77.329628,121,VA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2009,109,2454941,-9999,5,-9999
1403,35.991276,-78.931061,115,NC,7,Cercis,canadensis,eastern redbud,Plantae,186,Full flowering (50%),1,2009,78,2454910,-9999,3,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
1439,35.177692,-83.313683,650,NC,7,Cercis,canadensis,eastern redbud,Plantae,186,Full flowering (50%),1,2009,86,2454918,-9999,7,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
1536,39.039295,-94.437675,316,MO,7,Cercis,canadensis,eastern redbud,Plantae,186,Full flowering (50%),1,2009,102,2454934,-9999,4,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
1536,39.039295,-94.437675,316,MO,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2009,98,2454930,-9999,1,-9999,1,2009,87,2454919,-9999,2,-9999
1562,42.296295,-83.765404,299,MI,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2009,126,2454958,-9999,3,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
1603,36.133862,-81.681114,1074,NC,7,Cercis,canadensis,eastern redbud,Plantae,186,Full flowering (50%),1,2009,107,2454939,-9999,10,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
2335,31.969622,-98.886833,546,TX,7,Cercis,canadensis,eastern redbud,Plantae,186,Full flowering (50%),1,2009,84,2454916,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
2335,31.969622,-98.886833,546,TX,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2009,74,2454906,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
6,43.040955,-76.212914,163,NY,7,Cercis,canadensis,eastern redbud,Plantae,186,Full flowering (50%),0,-9999,-9999,-9999,-9999,-9999,-9999,1,2010,127,2455324,-9999,6,-9999
6,43.040955,-76.212914,163,NY,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2010,127,2455324,-9999,6,-9999
459,36.524502,-92.751999,234,MO,7,Cercis,canadensis,eastern redbud,Plantae,186,Full flowering (50%),3,2010,96,2455293,0,2,0,0,-9999,-9999,-9999,-9999,-9999,-9999
459,36.524502,-92.751999,234,MO,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,3,2010,95,2455292,0.66666666666667,8,3,0,-9999,-9999,-9999,-9999,-9999,-9999
906,38.804558,-89.944405,165,IL,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2010,97,2455294,-9999,7,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
950,30.178402,-81.757507,2,FL,7,Cercis,canadensis,eastern redbud,Plantae,186,Full flowering (50%),1,2010,73,2455270,-9999,28,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
1385,38.845295,-77.329628,121,VA,7,Cercis,canadensis,eastern redbud,Plantae,186,Full flowering (50%),1,2010,99,2455296,-9999,1,-9999,1,2010,105,2455302,-9999,1,-9999
1385,38.845295,-77.329628,121,VA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2010,95,2455292,-9999,1,-9999,1,2010,95,2455292,-9999,3,-9999
1841,39.973316,-82.802826,275,OH,7,Cercis,canadensis,eastern redbud,Plantae,186,Full flowering (50%),1,2010,113,2455310,-9999,11,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
1841,39.973316,-82.802826,275,OH,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2010,96,2455293,-9999,2,-9999,1,2010,102,2455299,-9999,11,-9999
2335,31.969622,-98.886833,546,TX,7,Cercis,canadensis,eastern redbud,Plantae,186,Full flowering (50%),2,2010,91,2455288,0,1,0,2,2010,101,2455298,0,13,0
2335,31.969622,-98.886833,546,TX,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2010,86,2455283,2.5,4,3,2,2010,101,2455298,0,13,0
2442,37.228249,-80.421249,621,VA,7,Cercis,canadensis,eastern redbud,Plantae,186,Full flowering (50%),3,2010,109,2455306,0,6,0,3,2010,112,2455309,0,4.3333333333333,0.33333333333333
2442,37.228249,-80.421249,621,VA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,3,2010,95,2455292,0,3,0,0,-9999,-9999,-9999,-9999,-9999,-9999
2447,35.914932,-78.709885,118,NC,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2010,68,2455265,-9999,4,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
2551,37.227528,-80.422066,620,VA,7,Cercis,canadensis,eastern redbud,Plantae,186,Full flowering (50%),3,2010,105,2455302,1,2.3333333333333,0.33333333333333,3,2010,114,2455311,0,2,0
2551,37.227528,-80.422066,620,VA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,3,2010,99,2455296,0.66666666666667,2.6666666666667,0.33333333333333,3,2010,118,2455315,0,2,0
9343,35.642799,-83.695915,423,TN,7,Cercis,canadensis,eastern redbud,Plantae,186,Full flowering (50%),1,2010,291,2455488,-9999,3,-9999,1,2010,291,2455488,-9999,11,-9999
9343,35.642799,-83.695915,423,TN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2010,291,2455488,-9999,3,-9999,1,2010,291,2455488,-9999,11,-9999
3,35.879211,-84.172203,284,TN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2011,79,2455641,-9999,3,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
6,43.040955,-76.212914,163,NY,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2011,122,2455684,-9999,4,-9999,1,2011,129,2455691,-9999,3,-9999
6,43.040955,-76.212914,163,NY,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2011,129,2455691,-9999,4,-9999,1,2011,142,2455704,-9999,8,-9999
44,40.633945,-75.662949,620,PA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,2,2011,117,2455679,11.5,15.5,11.5,0,-9999,-9999,-9999,-9999,-9999,-9999
44,40.633945,-75.662949,620,PA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2011,122,2455684,6,14.5,12.5,0,-9999,-9999,-9999,-9999,-9999,-9999
459,36.524502,-92.751999,234,MO,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,3,2011,90,2455652,7.6666666666667,13,5,0,-9999,-9999,-9999,-9999,-9999,-9999
906,38.804558,-89.944405,165,IL,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2011,99,2455661,-9999,15,-9999
906,38.804558,-89.944405,165,IL,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2011,99,2455661,-9999,18,-9999,1,2011,99,2455661,-9999,15,-9999
1385,38.845295,-77.329628,121,VA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2011,114,2455676,-9999,9,-9999
1385,38.845295,-77.329628,121,VA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2011,104,2455666,-9999,3,-9999,1,2011,135,2455697,-9999,4,-9999
2335,31.969622,-98.886833,546,TX,7,Cercis,canadensis,eastern redbud,Plantae,186,Full flowering (50%),1,2011,71,2455633,-9999,2,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
2335,31.969622,-98.886833,546,TX,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,2,2011,87,2455649,0,10,3
2335,31.969622,-98.886833,546,TX,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2011,78,2455640,9.5,9.5,6.5,2,2011,91,2455653,3.5,6.5,0.5
2538,28.087675,-82.580002,12,FL,7,Cercis,canadensis,eastern redbud,Plantae,186,Full flowering (50%),1,2011,56,2455618,-9999,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
2538,28.087675,-82.580002,12,FL,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2011,50,2455612,-9999,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
2772,36.440838,-84.323586,383,TN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2011,114,2455676,-9999,1,-9999,1,2011,115,2455677,-9999,4,-9999
2772,36.440838,-84.323586,383,TN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2011,80,2455642,-9999,1,-9999,1,2011,115,2455677,-9999,4,-9999
4881,28.045185,-82.706299,3,FL,7,Cercis,canadensis,eastern redbud,Plantae,186,Full flowering (50%),1,2011,56,2455618,-9999,7,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
4881,28.045185,-82.706299,3,FL,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2011,201,2455763,156.5,8,1,1,2011,49,2455611,-9999,7,-9999
5180,33.226402,-97.12989,196,TX,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2011,59,2455621,-9999,5,-9999,1,2011,68,2455630,-9999,12,-9999
5184,33.193676,-96.889923,170,TX,7,Cercis,canadensis,eastern redbud,Plantae,186,Full flowering (50%),1,2011,77,2455639,-9999,3,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
5184,33.193676,-96.889923,170,TX,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2011,98,2455660,-9999,2,-9999
5184,33.193676,-96.889923,170,TX,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2011,60,2455622,-9999,2,-9999,1,2011,98,2455660,-9999,2,-9999
5186,33.21476,-97.151115,217,TX,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2011,60,2455622,-9999,5,-9999,1,2011,87,2455649,-9999,1,-9999
5191,33.21484,-97.133064,201,TX,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2011,59,2455621,-9999,4,-9999,1,2011,68,2455630,-9999,12,-9999
5199,33.228146,-97.108994,197,TX,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2011,95,2455657,-9999,6,-9999
5199,33.228146,-97.108994,197,TX,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2011,59,2455621,-9999,7,-9999,1,2011,95,2455657,-9999,6,-9999
5202,33.114838,-97.06636,156,TX,7,Cercis,canadensis,eastern redbud,Plantae,186,Full flowering (50%),1,2011,66,2455628,-9999,5,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
5202,33.114838,-97.06636,156,TX,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2011,87,2455649,-9999,4,-9999,1,2011,89,2455651,-9999,5,-9999
5202,33.114838,-97.06636,156,TX,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2011,59,2455621,-9999,5,-9999,1,2011,89,2455651,-9999,5,-9999
5252,33.21484,-97.133064,201,TX,7,Cercis,canadensis,eastern redbud,Plantae,186,Full flowering (50%),1,2011,60,2455622,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
5252,33.21484,-97.133064,201,TX,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2011,82,2455644,-9999,5,-9999
5252,33.21484,-97.133064,201,TX,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2011,73,2455635,-9999,5,-9999,1,2011,82,2455644,-9999,5,-9999
5573,33.214802,-97.132896,201,TX,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2011,52,2455614,-9999,5,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
9343,35.642799,-83.695915,423,TN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2011,79,2455641,-9999,17,-9999,1,2011,278,2455840,-9999,9,-9999
44,40.633945,-75.662949,620,PA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2012,87,2456014,-9999,5,-9999,2,2012,115,2456042,0,9,0
44,40.633945,-75.662949,620,PA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2012,103,2456030,12.5,8,0,1,2012,115,2456042,-9999,9,-9999
906,38.804558,-89.944405,165,IL,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2012,76,2456003,-9999,13,-9999,1,2012,88,2456015,-9999,18,-9999
906,38.804558,-89.944405,165,IL,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2012,88,2456015,-9999,12,-9999,1,2012,88,2456015,-9999,18,-9999
1206,41.4076,-72.457336,23,CT,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2012,105,2456032,-9999,17,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
2335,31.969622,-98.886833,546,TX,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2012,65,2455992,-9999,7,-9999,1,2012,85,2456012,-9999,8,-9999
2335,31.969622,-98.886833,546,TX,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2012,71,2455998,-9999,6,-9999,1,2012,85,2456012,-9999,8,-9999
2623,40.710339,-81.885284,329,OH,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2012,93,2456020,-9999,4,-9999,1,2012,116,2456043,-9999,12,-9999
2623,40.710339,-81.885284,329,OH,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2012,89,2456016,-9999,4,-9999,1,2012,109,2456036,-9999,7,-9999
2772,36.440838,-84.323586,383,TN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2012,70,2455997,-9999,1,-9999,1,2012,93,2456020,-9999,2,-9999
2772,36.440838,-84.323586,383,TN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2012,80,2456007,-9999,1,-9999,1,2012,93,2456020,-9999,2,-9999
4881,28.045185,-82.706299,3,FL,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2012,28,2455955,-9999,11,-9999,1,2012,36,2455963,-9999,6,-9999
4881,28.045185,-82.706299,3,FL,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2012,36,2455963,-9999,6,-9999
5098,39.427235,-88.209732,211,IL,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2012,107,2456034,-9999,4,-9999
5098,39.427235,-88.209732,211,IL,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2012,118,2456045,-9999,3,-9999
5343,38.377724,-78.96431,363,VA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2012,106,2456033,-9999,13,-9999
5343,38.377724,-78.96431,363,VA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2012,106,2456033,-9999,13,-9999
5934,28.039858,-82.718468,25,FL,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2012,57,2455984,-9999,7,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
5934,28.039858,-82.718468,25,FL,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2012,78,2456005,-9999,7,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
6439,37.691261,-97.300652,401,KS,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2012,68,2455995,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
6446,35.217304,-97.446136,-9999,-9999,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,3,2012,67,2455994,0,10,0,0,-9999,-9999,-9999,-9999,-9999,-9999
6446,35.217304,-97.446136,-9999,-9999,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,3,2012,85,2456012,0,18,0,0,-9999,-9999,-9999,-9999,-9999,-9999
6557,35.178806,-97.447266,331,OK,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,4,2012,66,2455993,1.6520189667999,3.25,0.6291528696059,4,2012,96,2456023,0,5,0
6557,35.178806,-97.447266,331,OK,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,4,2012,72,2455999,0.28867513459481,3,1.1547005383793,4,2012,96,2456023,0,5,0
6592,35.222569,-97.439476,356,OK,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,4,2012,72,2455999,0.25,1,0,4,2012,75,2456002,1.2247448713916,3.5,0.86602540378444
6592,35.222569,-97.439476,356,OK,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,4,2012,75,2456002,1.2247448713916,1.75,0.47871355387817,1,2012,73,2456000,-9999,3,-9999
6640,35.179417,-97.447594,331,OK,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,3,2012,87,2456014,0,13,0,3,2012,87,2456014,0,14,0
6640,35.179417,-97.447594,331,OK,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,3,2012,87,2456014,0,13,0,3,2012,87,2456014,0,14,0
8232,41.599716,-87.056915,194,IN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2012,119,2456046,-9999,11,-9999,1,2012,119,2456046,-9999,6,-9999
8386,35.179722,-97.445724,332,OK,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,7,2012,67,2455994,0.9931739816483,4.1428571428571,0.55328333517249,0,-9999,-9999,-9999,-9999,-9999,-9999
8386,35.179722,-97.445724,332,OK,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,6,2012,82,2456009,3.5378901433858,10.666666666667,2.7648588471104,0,-9999,-9999,-9999,-9999,-9999,-9999
8396,35.180058,-97.446617,332,OK,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,3,2012,64,2455991,1,2.3333333333333,0.33333333333333,3,2012,74,2456001,0.66666666666667,9.3333333333333,3.6666666666667
8396,35.180058,-97.446617,332,OK,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2012,82,2456009,6.5,7.5,5.5,0,-9999,-9999,-9999,-9999,-9999,-9999
9343,35.642799,-83.695915,423,TN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2012,83,2456010,-9999,12,-9999,1,2012,83,2456010,-9999,13,-9999
3,35.879211,-84.172203,284,TN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2013,76,2456369,-9999,2,-9999,1,2013,118,2456411,-9999,2,-9999
3,35.879211,-84.172203,284,TN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2013,98,2456391,-9999,2,-9999,1,2013,118,2456411,-9999,2,-9999
1624,40.75375,-73.885437,19,NY,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2013,103,2456396,-9999,2,-9999,1,2013,141,2456434,-9999,6,-9999
1624,40.75375,-73.885437,19,NY,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2013,122,2456415,-9999,7,-9999,1,2013,147,2456440,-9999,5,-9999
2335,31.969622,-98.886833,546,TX,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,2,2013,62,2456355,0,14,0,2,2013,94,2456387,3.5,7,0
2335,31.969622,-98.886833,546,TX,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,2,2013,76,2456369,7,5.5,1.5,2,2013,94,2456387,3.5,7,0
2772,36.440838,-84.323586,383,TN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2013,70,2456363,-9999,5,-9999,1,2013,126,2456419,-9999,1,-9999
2772,36.440838,-84.323586,383,TN,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2013,105,2456398,-9999,1,-9999,1,2013,126,2456419,-9999,1,-9999
5098,39.427235,-88.209732,211,IL,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2013,120,2456413,-9999,15,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
5098,39.427235,-88.209732,211,IL,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2013,120,2456413,-9999,15,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
5343,38.377724,-78.96431,363,VA,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2013,104,2456397,-9999,14,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
5343,38.377724,-78.96431,363,VA,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2013,104,2456397,-9999,14,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
5523,43.692337,-70.270424,32,ME,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,1,2013,103,2456396,-9999,3,-9999,1,2013,162,2456455,-9999,6,-9999
5523,43.692337,-70.270424,32,ME,7,Cercis,canadensis,eastern redbud,Plantae,501,Open flowers,1,2013,130,2456423,-9999,4,-9999,1,2013,162,2456455,-9999,6,-9999
6701,36.03521,-83.950249,345,TN,7,Cercis,canadensis,eastern redbud,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2013,111,2456404,-9999,25,-9999
